date,title,link,category,subcat,source,code
29/01/14,Focus must be on FDI and not on FII inflows  says Raghuram Rajan,http://www.thehindu.com/todays-paper/tp-business/focus-must-be-on-fdi-and-not-on-fii-inflows-says-raghuram-rajan/article3937081.ece,business,business,thehindu,1
28/01/14,US dollar may edge up against Indian rupee  RBI decision awaited for cues,http://www.financialexpress.com/news/us-dollar-may-edge-up-against-indian-rupee-rbi-decision-awaited-for-cues/1221165,miscellaneous,,financialexpress,4
28/01/14,Growth likely to slip below 5% in 2013-14: RBI,http://timesofindia.indiatimes.com//business/india-business/Growth-likely-to-slip-below-5-in-2013-14-RBI/articleshow/29487783.cms,business,india-business,timesofindia,1
28/01/14,RBI may hold rates  eye on inflation,http://timesofindia.indiatimes.com//business/india-business/RBI-may-hold-rates-eye-on-inflation/articleshow/29462090.cms,business,india-business,timesofindia,1
28/01/14,RBI policy impact: Banking stocks crack  then recoup losses,http://www.economictimes.indiatimes.com/markets/stocks/stocks-in-news/rbi-policy-impact-banking-stocks-crack-then-recoup-losses/articleshow/29486411.cms,miscellaneous,,economictimes,4
28/01/14,Not much of a case for RBI to lower interest rates: Montek Singh Ahluwalia,http://www.economictimes.indiatimes.com/news/economy/policy/not-much-of-a-case-for-rbi-to-lower-interest-rates-montek-singh-ahluwalia/articleshow/29510177.cms,miscellaneous,,economictimes,4
28/01/14,Rupee under pressure  expect some pullback after the RBI policy: Ajay Marwaha  HDFC Bank,http://www.economictimes.indiatimes.com/opinion/interviews/rupee-under-pressure-expect-some-pullback-after-the-rbi-policy-ajay-marwaha-hdfc-bank/articleshow/29487131.cms,miscellaneous,,economictimes,4
28/01/14,Growth likely to slip below 5 per cent in 2013-14: RBI,http://www.economictimes.indiatimes.com/news/economy/indicators/growth-likely-to-slip-below-5-per-cent-in-2013-14-rbi/articleshow/29487555.cms,miscellaneous,,economictimes,4
28/01/14,After RBI's policy  AAP government to review schemes and projects earmarked for FY14,http://www.economictimes.indiatimes.com/news/economy/policy/after-rbis-policy-aap-government-to-review-schemes-and-projects-earmarked-for-fy14/articleshow/29487714.cms,miscellaneous,,economictimes,4
28/01/14,One in 10 chance of a repo rate cut: How to trade Nifty ahead of RBI policy?,http://www.economictimes.indiatimes.com/markets/analysis/one-in-10-chance-of-a-repo-rate-cut-how-to-trade-nifty-ahead-of-rbi-policy/articleshow/29479167.cms,miscellaneous,,economictimes,4
28/01/14,Sensex under pressure as RBI surprises with rate hike,http://www.economictimes.indiatimes.com/markets/stocks/market-news/sensex-under-pressure-as-rbi-surprises-with-rate-hike/articleshow/29488318.cms,miscellaneous,,economictimes,4
28/01/14,RBI a vigilant owl  not a dove or a hawk: Raghuram Rajan,http://www.economictimes.indiatimes.com/news/economy/policy/rbi-a-vigilant-owl-not-a-dove-or-a-hawk-raghuram-rajan/articleshow/29505025.cms,miscellaneous,,economictimes,4
28/01/14,Five economic issues that have the RBI Governor Raghuram Rajan worried,http://www.economictimes.indiatimes.com/news/economy/policy/five-economic-issues-that-have-the-rbi-governor-raghuram-rajan-worried/articleshow/29488597.cms,miscellaneous,,economictimes,4
28/01/14,Raghuram Rajan: RBI a vigilant owl  not a dove or a hawk,http://www.financialexpress.com/news/raghuram-rajan-rbi-a-vigilant-owl-not-a-dove-or-a-hawk/1221327,miscellaneous,,financialexpress,4
28/01/14,Post RBI policy: Bonds draw comfort from future guidance  rupee steady,http://www.economictimes.indiatimes.com/markets/bonds/post-rbi-policy-bonds-draw-comfort-from-future-guidance-rupee-steady/articleshow/29488618.cms,miscellaneous,,economictimes,4
28/01/14,RBI policy review effects repo rate hike  but banks to wait before hiking interest rates on loans,http://www.financialexpress.com/news/rbi-policy-review-effects-repo-rate-hike-but-banks-to-wait-before-hiking-interest-rates-on-loans/1221311,miscellaneous,,financialexpress,4
28/01/14,Indian rupee snaps 3-day fall as RBI surprises with rate increase,http://www.financialexpress.com/news/indian-rupee-snaps-3day-fall-as-rbi-surprises-with-rate-increase/1221283,miscellaneous,,financialexpress,4
28/01/14,RBI must take into account low inflation in manufactures in devising monetary policy,http://www.economictimes.indiatimes.com/opinion/comments-analysis/rbi-must-take-into-account-low-inflation-in-manufactures-in-devising-monetary-policy/articleshow/29466106.cms,miscellaneous,,economictimes,4
28/01/14,Indian rupee leads Asia FX gains after surprise RBI rate hike,http://www.financialexpress.com/news/indian-rupee-leads-asia-fx-gains-after-surprise-rbi-rate-hike/1221225,miscellaneous,,financialexpress,4
28/01/14,'RBI's hike in key interest rate to hit property market',http://www.financialexpress.com/news/-rbi-s-hike-in-key-interest-rate-to-hit-property-market-/1221333,miscellaneous,,financialexpress,4
28/01/14,RBI rate hike will  check inflation: C Rangarajan,http://www.economictimes.indiatimes.com/news/economy/policy/rbi-rate-hike-will-check-inflation-c-rangarajan/articleshow/29501410.cms,miscellaneous,,economictimes,4
28/01/14,At RBI policy review  repo rate hiked: Raghuram G Rajan speech,http://www.financialexpress.com/news/at-rbi-policy-review-repo-rate-hiked-raghuram-g-rajan-speech/1221183,miscellaneous,,financialexpress,4
28/01/14,Indian govt bonds gain ahead of RBI monetary policy review,http://www.financialexpress.com/news/indian-govt-bonds-gain-ahead-of-rbi-monetary-policy-review/1221169,miscellaneous,,financialexpress,4
28/01/14,RBI throws up a surprise; top 10 rate-sensitive stocks to 'buy',http://www.economictimes.indiatimes.com/markets/stocks/stocks-in-news/rbi-throws-up-a-surprise-top-10-rate-sensitive-stocks-to-buy/articleshow/29488938.cms,miscellaneous,,economictimes,4
28/01/14,RBI policy review: US dollar vs Indian rupee flat,http://www.financialexpress.com/news/rbi-policy-review-us-dollar-vs-indian-rupee-flat/1221167,miscellaneous,,financialexpress,4
28/01/14,Will US Federal Reserve do an RBI? Markets on edge,http://www.economictimes.indiatimes.com/markets/analysis/will-us-federal-reserve-do-an-rbi-markets-on-edge/articleshow/29501478.cms,miscellaneous,,economictimes,4
28/01/14,No interest rate cuts coming anytime soon  warn analysts after RBI hikes repo rate,http://www.financialexpress.com/news/no-interest-rate-cuts-coming-anytime-soon-warn-analysts-after-rbi-hikes-repo-rate/1221378,miscellaneous,,financialexpress,4
28/01/14,Sensex tumbles 138 points as RBI hikes repo rate by 0.25%,http://timesofindia.indiatimes.com//business/india-business/Sensex-tumbles-138-points-as-RBI-hikes-repo-rate-by-0-25/articleshow/29486079.cms,business,india-business,timesofindia,1
28/01/14,RBI surprises  hikes repo rate to check inflation  EMIs  home  auto loans to feel whiplash effect,http://www.financialexpress.com/news/rbi-surprises-hikes-repo-rate-to-check-inflation-emis-home-auto-loans-to-feel-whiplash-effect/1221284,miscellaneous,,financialexpress,4
28/01/14,Sensex ends 24 points down after RBI rate hike; Maruti tanks 8%,http://www.economictimes.indiatimes.com/markets/stocks/market-news/sensex-ends-24-points-down-after-rbi-rate-hike-maruti-tanks-8/articleshow/29502665.cms,miscellaneous,,economictimes,4
28/01/14,Rupee snaps 3-day fall as RBI surprises with rate increase,http://www.economictimes.indiatimes.com/markets/forex/rupee-snaps-3-day-fall-as-rbi-surprises-with-rate-increase/articleshow/29502754.cms,miscellaneous,,economictimes,4
28/01/14,RBI hikes repo rate: Brace yourself for a higher EMI burden,http://www.economictimes.indiatimes.com/news/economy/indicators/rbi-hikes-repo-rate-brace-yourself-for-a-higher-emi-burden/articleshow/29497822.cms,miscellaneous,,economictimes,4
28/01/14,RBI to focus on retail inflation; March end forecast over 8 per cent,http://www.financialexpress.com/news/rbi-to-focus-on-retail-inflation-march-end-forecast-over-8-per-cent/1221215,miscellaneous,,financialexpress,4
28/01/14,Shocked and furious India Inc slams Raghuram Rajan after RBI policy review inks repo rate hike,http://www.financialexpress.com/news/shocked-and-furious-india-inc-slams-raghuram-rajan-after-rbi-policy-review-inks-repo-rate-hike/1221211,miscellaneous,,financialexpress,4
28/01/14,RBI policy review: After repo rate hike  Raghuram Rajan says prefers to fight price rise,http://www.financialexpress.com/news/rbi-policy-review-after-repo-rate-hike-raghuram-rajan-says-prefers-to-fight-price-rise/1221204,miscellaneous,,financialexpress,4
28/01/14,RBI raises policy rate by 0.25 pct to anchor retail inflation  EMI's to go up,http://www.financialexpress.com/news/rbi-raises-policy-rate-by-0.25-pct-to-anchor-retail-inflation-emis-to-go-up/1221190,miscellaneous,,financialexpress,4
28/01/14,RBI surprises again  raises repo rate by 25bp to 8%  keeps CRR unchanged,http://timesofindia.indiatimes.com//business/india-business/RBI-surprises-again-raises-repo-rate-by-25bp-to-8-keeps-CRR-unchanged/articleshow/29481938.cms,business,india-business,timesofindia,1
28/01/14,Economic growth in India likely to slip below 5 per cent in 2013-14: RBI,http://www.financialexpress.com/news/economic-growth-in-india-likely-to-slip-below-5-per-cent-in-201314-rbi/1221187,miscellaneous,,financialexpress,4
28/01/14,Pre-RBI Policy: Here's how bonds and rupee react,http://www.economictimes.indiatimes.com/markets/forex/pre-rbi-policy-heres-how-bonds-and-rupee-react/articleshow/29483338.cms,miscellaneous,,economictimes,4
28/01/14,RBI policy review: 'Worried' Raghuram Rajan pulls surprise  raises repo rate 25 bps  CRR left unchanged,http://www.financialexpress.com/news/rbi-policy-review-worried-raghuram-rajan-pulls-surprise-raises-repo-rate-25-bps-crr-left-unchanged/1221180,miscellaneous,,financialexpress,4
28/01/14,RBI's rate hike leaves India Inc disappointed,http://www.economictimes.indiatimes.com/news/economy/indicators/rbis-rate-hike-leaves-india-inc-disappointed/articleshow/29503619.cms,miscellaneous,,economictimes,4
28/01/14,Sensex up 53 points ahead of RBI's policy review,http://timesofindia.indiatimes.com//business/india-business/Sensex-up-53-points-ahead-of-RBIs-policy-review/articleshow/29480825.cms,business,india-business,timesofindia,1
28/01/14,Stock markets end flat after RBI hikes repo rate,http://www.financialexpress.com/news/stock-markets-end-flat-after-rbi-hikes-repo-rate/1221309,miscellaneous,,financialexpress,4
28/01/14,RBI raises repo rate by 25 bps to 8 per cent,http://www.economictimes.indiatimes.com/news/economy/policy/rbi-raises-repo-rate-by-25-bps-to-8-per-cent/articleshow/29484576.cms,miscellaneous,,economictimes,4
28/01/14,Accord precedence to growth over inflation: India Inc to RBI,http://www.economictimes.indiatimes.com/news/economy/indicators/accord-precedence-to-growth-over-inflation-india-inc-to-rbi/articleshow/29491897.cms,miscellaneous,,economictimes,4
28/01/14,Pre-market: Nifty seen opening lower; RBI policy eyed,http://www.economictimes.indiatimes.com/markets/stocks/market-news/pre-market-nifty-seen-opening-lower-rbi-policy-eyed/articleshow/29474908.cms,miscellaneous,,economictimes,4
28/01/14,BSE Sensex closes 24 pts down on RBI repo rate hike  Maruti Suzuki share price plunges,http://www.financialexpress.com/news/bse-sensex-closes-24-pts-down-on-rbi-repo-rate-hike-maruti-suzuki-share-price-plunges/1221253,miscellaneous,,financialexpress,4
28/01/14,BSE Sensex falls 0.27 pct as RBI raises repo rate,http://www.financialexpress.com/news/bse-sensex-falls-0.27-pct-as-rbi-raises-repo-rate/1221212,miscellaneous,,financialexpress,4
28/01/14,RBI should do what it considers appropriate for price stability: C Rangarajan,http://www.economictimes.indiatimes.com/opinion/interviews/rbi-should-do-what-it-considers-appropriate-for-price-stability-c-rangarajan/articleshow/29498815.cms,miscellaneous,,economictimes,4
28/01/14,Indian bonds fall after surprise RBI repo rate hike; outlook supportive,http://www.financialexpress.com/news/indian-bonds-fall-after-surprise-rbi-repo-rate-hike-outlook-supportive/1221199,miscellaneous,,financialexpress,4
28/01/14,RBI policy review effects repo rate hike  bank share prices fall  SBI  Bank of Baroda hit,http://www.financialexpress.com/news/rbi-policy-review-effects-repo-rate-hike-bank-share-prices-fall-sbi-bank-of-baroda-hit/1221189,miscellaneous,,financialexpress,4
28/01/14,BSE Sensex tumbles 138 pts as RBI hikes repo rate by 0.25 pct,http://www.financialexpress.com/news/bse-sensex-tumbles-138-pts-as-rbi-hikes-repo-rate-by-0.25-pct/1221170,miscellaneous,,financialexpress,4
28/01/14,Sensex slips 148 points as RBI hikes repo rate by 25 bps,http://www.economictimes.indiatimes.com/markets/stocks/market-news/sensex-slips-148-points-as-rbi-hikes-repo-rate-by-25-bps/articleshow/29485279.cms,miscellaneous,,economictimes,4
28/01/14,Raghuram Rajan is stonewalling reform by disagreeing on judicial review of regulatory decisions,http://www.economictimes.indiatimes.com/opinion/comments-analysis/raghuram-rajan-is-stonewalling-reform-by-disagreeing-on-judicial-review-of-regulatory-decisions/articleshow/37214116.cms,miscellaneous,,economictimes,4
28/01/14,PSU banks need to free themselves from government influence: Raghuram Rajan,http://www.economictimes.indiatimes.com/news/economy/policy/psu-banks-need-to-free-themselves-from-government-influence-raghuram-rajan/articleshow/35393864.cms,miscellaneous,,economictimes,4
28/01/14,We need to put our house in order  Raghuram Rajan says,http://www.economictimes.indiatimes.com/news/economy/policy/we-need-to-put-our-house-in-order-raghuram-rajan-says/articleshow/22820400.cms,miscellaneous,,economictimes,4
28/01/14,FIMI writes to Raghuram Rajan seeking roll-back of export duty on ore,http://www.economictimes.indiatimes.com/news/economy/foreign-trade/fimi-writes-to-raghuram-rajan-seeking-roll-back-of-export-duty-on-ore/articleshow/18204543.cms,miscellaneous,,economictimes,4
28/01/14,Raghuram Rajan: Revolutionary road,http://www.financialexpress.com/news/raghuram-rajan-revolutionary-road/1164685,miscellaneous,,financialexpress,4
28/01/14,Raghuram Rajan?s 'on-tap' bank licensing likely putting aspirants on wait-&-watch mode,http://www.financialexpress.com/news/raghuram-rajan-s-ontap-bank-licensing-likely-putting-aspirants-on-wait-watch-mode/1200493,miscellaneous,,financialexpress,4
28/01/14,India can grow for decades  young population perfect for economy: Raghuram Rajan,http://www.economictimes.indiatimes.com/news/economy/indicators/india-can-grow-for-decades-young-population-perfect-for-economy-raghuram-rajan/articleshow/17624062.cms,business,economy,economictimes,1
27/01/14,Prospect of stable govt by NDA may spur the market  but RBI policy  Fed meet may hold off rally,http://www.economictimes.indiatimes.com/markets/analysis/prospect-of-stable-govt-by-nda-may-spur-the-market-but-rbi-policy-fed-meet-may-hold-off-rally/articleshow/29429109.cms,miscellaneous,,economictimes,4
27/01/14,Insurance broking: Bankers meet RBI top brass ahead of meet with Finance Ministry,http://www.economictimes.indiatimes.com/news/economy/policy/insurance-broking-bankers-meet-rbi-top-brass-ahead-of-meet-with-finance-ministry/articleshow/29454799.cms,miscellaneous,,economictimes,4
27/01/14,RBI monetary policy review: Raghuram Rajan unlikely to surprise on rate front this time around,http://www.financialexpress.com/news/rbi-monetary-policy-review-raghuram-rajan-unlikely-to-surprise-on-rate-front-this-time-around/1221092,miscellaneous,,financialexpress,4
27/01/14,Indian rupee tumbles against US dollar to over 2-month low  RBI policy review meet in focus,http://www.financialexpress.com/news/indian-rupee-tumbles-against-us-dollar-to-over-2month-low-rbi-policy-review-meet-in-focus/1221002,miscellaneous,,financialexpress,4
27/01/14,RBI unlikely to change key rates in its quarterly monetary policy: Poll,http://www.economictimes.indiatimes.com/news/economy/policy/rbi-unlikely-to-change-key-rates-in-its-quarterly-monetary-policy-poll/articleshow/29428733.cms,miscellaneous,,economictimes,4
27/01/14,What to expect from RBI policy tomorrow,http://www.economictimes.indiatimes.com/markets/stocks/market-news/what-to-expect-from-rbi-policy-tomorrow/articleshow/29446252.cms,miscellaneous,,economictimes,4
27/01/14,RBI likely to give banking licences 'on tap' basis,http://www.financialexpress.com/news/rbi-likely-to-give-banking-licences-on-tap-basis/1220882,miscellaneous,,financialexpress,4
27/01/14,Sensex dives over 426 points ahead of RBI meet,http://timesofindia.indiatimes.com//business/india-business/Sensex-dives-over-426-points-ahead-of-RBI-meet/articleshow/29447433.cms,business,india-business,timesofindia,1
27/01/14,BSE Sensex plunges 426 pts over US Fed taper-fear driven global sell-off ahead of RBI review meet,http://www.financialexpress.com/news/bse-sensex-plunges-426-pts-over-us-fed-taperfear-driven-global-selloff-ahead-of-rbi-review-meet/1220972,miscellaneous,,financialexpress,4
27/01/14,Expect RBI to maintain status quo in Tuesday?s policy: Mohan Shenoi  Kotak Mahindra Bank,http://www.economictimes.indiatimes.com/opinion/interviews/expect-rbi-to-maintain-status-quo-in-tuesdays-policy-mohan-shenoi-kotak-mahindra-bank/articleshow/29447462.cms,miscellaneous,,economictimes,4
27/01/14,Raghuram Rajan move may mobilise $10 bn from abroad  aid Indian rupee  says experts,http://www.financialexpress.com/news/raghuram-rajan-move-may-mobilise-10-bn-from-abroad-aid-indian-rupee-says-experts/1165024,miscellaneous,,financialexpress,4
26/01/14,RBI likely to keep key policy rate unchanged on January 28,http://www.economictimes.indiatimes.com/news/economy/policy/rbi-likely-to-keep-key-policy-rate-unchanged-on-january-28/articleshow/29389760.cms,miscellaneous,,economictimes,4
26/01/14,RBI likely to keep key policy rate unchanged on Jan 28,http://www.financialexpress.com/news/rbi-likely-to-keep-key-policy-rate-unchanged-on-jan-28/1220771,miscellaneous,,financialexpress,4
26/01/14,RBI policy  Q3 results  FOMC meet to dictate market trend,http://www.economictimes.indiatimes.com/markets/stocks/market-news/rbi-policy-q3-results-fomc-meet-to-dictate-market-trend/articleshow/29389439.cms,miscellaneous,,economictimes,4
26/01/14,Decoding RBI order on pre-2005 notes,http://timesofindia.indiatimes.com//top-headlines/Decoding-RBI-order-on-pre-2005-notes/articleshow/29405584.cms,miscellaneous,,timesofindia,4
26/01/14,RBI to digitise its old records,http://www.economictimes.indiatimes.com/news/economy/finance/rbi-to-digitise-its-old-records/articleshow/29392185.cms,miscellaneous,,economictimes,4
25/01/14,Forex reserves fall to $292.08 billion as on January 17: RBI,http://www.economictimes.indiatimes.com/news/economy/finance/forex-reserves-fall-to-292-08-billion-as-on-january-17-rbi/articleshow/29309639.cms,miscellaneous,,economictimes,4
25/01/14,Withdrawal of pre-2005 notes to check counterfeits  says RBI,http://www.financialexpress.com/news/withdrawal-of-pre2005-notes-to-check-counterfeits-says-rbi/1220538,miscellaneous,,financialexpress,4
25/01/14,Eyes on January 28: Will RBI cut interest rates or maintain status quo?,http://www.economictimes.indiatimes.com/markets/analysis/eyes-on-january-28-will-rbi-cut-interest-rates-or-maintain-status-quo/articleshow/29349265.cms,miscellaneous,,economictimes,4
25/01/14,RBI to run pilot to test plastic notes,http://www.economictimes.indiatimes.com/news/economy/policy/rbi-to-run-pilot-to-test-plastic-notes/articleshow/29331330.cms,miscellaneous,,economictimes,4
25/01/14,RBI must keep objective of backing growth: FM,http://timesofindia.indiatimes.com//business/india-business/RBI-must-keep-objective-of-backing-growth-FM/articleshow/29331275.cms,business,india-business,timesofindia,1
25/01/14,RBI asks public to start exchanging pre-2005 currency notes,http://www.economictimes.indiatimes.com/articleshow/29342211.cms,miscellaneous,,economictimes,4
25/01/14,Black money: RBI urged to come out with voluntary disclosure system,http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/black-money-rbi-urged-to-come-out-with-voluntary-disclosure-system/article5616803.ece,miscellaneous,ongole,thehindu,4
25/01/14,Old currency recall to curb black money: RBI deputy governor,http://timesofindia.indiatimes.com//business/india-business/Old-currency-recall-to-curb-black-money-RBI-deputy-governor/articleshow/29331871.cms,business,india-business,timesofindia,1
25/01/14,Security  main reason for currency withdrawal: RBI,http://www.thehindu.com/todays-paper/tp-business/security-main-reason-for-currency-withdrawal-rbi/article5616207.ece,business,,thehindu,1
25/01/14,Move will curb black money: RBI deputy governor,http://timesofindia.indiatimes.com//business/india-business/Move-will-curb-black-money-RBI-deputy-governor/articleshow/29325030.cms,business,india-business,timesofindia,1
25/01/14,Pre-2005 notes to remain legal tender after June: RBI,http://timesofindia.indiatimes.com//business/india-business/Pre-2005-notes-to-remain-legal-tender-after-June-RBI/articleshow/29325159.cms,business,india-business,timesofindia,1
25/01/14,RBI will completely withdraw from circulation all banknotes issued before 2005,http://timesofindia.indiatimes.com//edit-page/RBI-will-completely-withdraw-from-circulation-all-banknotes-issued-before-2005/articleshow/29316874.cms,miscellaneous,,timesofindia,4
25/01/14,Will look at lifting gold curbs on govt request  says RBI,http://www.financialexpress.com/news/will-look-at-lifting-gold-curbs-on-govt-request-says-rbi/1220540,miscellaneous, Commodities,financialexpress,4
24/01/14,Indian rupee against US dollar: 'Remarkable' support by 'alert' RBI,http://www.financialexpress.com/news/indian-rupee-against-us-dollar-remarkable-support-by-alert-rbi/1220337,miscellaneous,,financialexpress,4
24/01/14,Centre's welfare plans may strain finances of states: RBI Study,http://www.economictimes.indiatimes.com/news/economy/finance/centres-welfare-plans-may-strain-finances-of-states-rbi-study/articleshow/29269708.cms,miscellaneous,,economictimes,4
24/01/14,BSE Sensex lower  hurt by Ranbaxy  RBI chief comment,http://www.financialexpress.com/news/bse-sensex-lower-hurt-by-ranbaxy-rbi-chief-comment/1220331,miscellaneous,,financialexpress,4
24/01/14,RBI Governor allays currency note fears,http://www.thehindu.com/todays-paper/rbi-governor-allays-currency-note-fears/article5612188.ece,miscellaneous,,thehindu,4
24/01/14,RBI resolves differences with finance ministry on appointment of deputy governor,http://www.economictimes.indiatimes.com/news/economy/policy/rbi-resolves-differences-with-finance-ministry-on-appointment-of-deputy-governor/articleshow/29290689.cms,miscellaneous,,economictimes,4
24/01/14,Panic after RBI directive on note withdrawal,http://timesofindia.indiatimes.com//city/surat/Panic-after-RBI-directive-on-note-withdrawal/articleshow/29289515.cms,miscellaneous,surat,timesofindia,4
24/01/14,RBI governor allays fears on pre-2005 notes,http://timesofindia.indiatimes.com//business/india-business/RBI-governor-allays-fears-on-pre-2005-notes/articleshow/29267094.cms,business,india-business,timesofindia,1
24/01/14,RBI asks public to start exchanging Rs 500  Rs 1 000  other currency notes,http://www.financialexpress.com/news/rbi-asks-public-to-start-exchanging-rs-500-rs-1000-other-currency-notes/1220499,miscellaneous,,financialexpress,4
23/01/14,Changes in monetary policy framework: Will RBI be lucky the sixth time?,http://www.economictimes.indiatimes.com/news/economy/policy/changes-in-monetary-policy-framework-will-rbi-be-lucky-the-sixth-time/articleshow/29249127.cms,miscellaneous,,economictimes,4
23/01/14,RBI moves to curb black money,http://www.thehindu.com/todays-paper/rbi-moves-to-curb-black-money/article5607616.ece,miscellaneous,,thehindu,4
23/01/14,RBI & FM: How Raghuram Rajan will have the last laugh,http://www.economictimes.indiatimes.com/news/economy/policy/rbi-fm-how-raghuram-rajan-will-have-the-last-laugh/articleshow/29249397.cms,miscellaneous,,economictimes,4
23/01/14,RBI report points at hawkish stance  may put growth at risk  say experts,http://www.financialexpress.com/news/rbi-report-points-at-hawkish-stance-may-put-growth-at-risk-say-experts/1220000,miscellaneous,,financialexpress,4
23/01/14,Get prepared for an extended pause from RBI: AditiNayar  ICRA,http://www.economictimes.indiatimes.com/opinion/interviews/get-prepared-for-an-extended-pause-from-rbi-aditinayar-icra/articleshow/29249527.cms,miscellaneous,,economictimes,4
23/01/14,From April  RBI will withdraw all pre-2005 notes,http://timesofindia.indiatimes.com//business/india-business/From-April-RBI-will-withdraw-all-pre-2005-notes/articleshow/29222955.cms,business,india-business,timesofindia,1
23/01/14,Patel committee report presents opportunity to reform finance ministry and RBI,http://timesofindia.indiatimes.com//edit-page/Patel-committee-report-presents-opportunity-to-reform-finance-ministry-and-RBI/articleshow/29216556.cms,miscellaneous,,timesofindia,4
23/01/14,RBI Governor hails Bihar government efforts,http://www.thehindu.com/todays-paper/tp-in-school/rbi-governor-hails-bihar-government-efforts/article5606849.ece,miscellaneous,,thehindu,4
23/01/14,Currency notes issued before 2005 to be withdrawn post March 31: RBI,http://www.economictimes.indiatimes.com/news/economy/policy/currency-notes-issued-before-2005-to-be-withdrawn-post-march-31-rbi/articleshow/29210580.cms,miscellaneous,,economictimes,4
23/01/14,Crisil says RBI moves on gold loans positive for NBFCs,http://www.economictimes.indiatimes.com/news/economy/indicators/crisil-says-rbi-moves-on-gold-loans-positive-for-nbfcs/articleshow/29259759.cms,miscellaneous,,economictimes,4
23/01/14,A smart move by the RBI  say bankers,http://www.thehindu.com/todays-paper/tp-national/a-smart-move-by-the-rbi-say-bankers/article5607960.ece,miscellaneous,,thehindu,4
23/01/14,RBI governor lauds self help group functioning in Gaya,http://timesofindia.indiatimes.com//city/patna/RBI-governor-lauds-self-help-group-functioning-in-Gaya/articleshow/29227477.cms,miscellaneous,patna,timesofindia,4
23/01/14,RBI's 'bold' report may hit govt block,http://timesofindia.indiatimes.com//business/india-business/RBIs-bold-report-may-hit-govt-block/articleshow/29226924.cms,business,india-business,timesofindia,1
23/01/14,RBI allows asset reconstruction company to convert debt into equity,http://www.economictimes.indiatimes.com/news/economy/policy/rbi-allows-asset-reconstruction-company-to-convert-debt-into-equity/articleshow/29263097.cms,miscellaneous,,economictimes,4
23/01/14,Raghuram Rajan-effect: Sensex surges 359 poi,http://archive.indianexpress.com/news/raghuram-rajaneffect-sensex-surges-359-poi/1188676/,business,markets,indianexpress,1
23/01/14,Raghuram Rajan blames global financial crisis for Indian economy's woes,http://www.financialexpress.com/news/raghuram-rajan-blames-global-financial-crisis-for-indian-economy-s-woes/1205381,miscellaneous,,financialexpress,4
23/01/14,Those who argue that PSUs are in good health are condemning them to oblivion: Raghuram Rajan,http://www.economictimes.indiatimes.com/different-strokes/those-who-argue-that-psus-are-in-good-health-are-condemning-them-to-oblivion-raghuram-rajan/articleshow/21818756.cms,miscellaneous,,economictimes,4
23/01/14,Raghuram Rajan talks up Indian rupee  promises to tackle oil sector's dollar demand,http://www.financialexpress.com/news/raghuram-rajan-talks-up-indian-rupee-promises-to-tackle-oil-sectors-dollar-demand/1194629,miscellaneous,,financialexpress,4
23/01/14,Govt reaching limits on giving growth promoting stimulus: Raghuram Rajan,http://www.financialexpress.com/news/govt-reaching-limits-on-giving-growth-promoting-stimulus-raghuram-rajan/1045332,business,Economy,financialexpress,1
22/01/14,RBI Governor visits Kasturba school  hails Bihar govt efforts,http://www.economictimes.indiatimes.com/news/politics-and-nation/rbi-governor-visits-kasturba-school-hails-bihar-govt-efforts/articleshow/29202932.cms,miscellaneous,,economictimes,4
22/01/14,Use unclaimed accounts' funds for awareness: RBI,http://timesofindia.indiatimes.com//business/india-business/Use-unclaimed-accounts-funds-for-awareness-RBI/articleshow/29176966.cms,business,india-business,timesofindia,1
22/01/14,RBI to withdraw all currency notes  including Rs 500 and Rs 1000  issued before 2005,http://www.financialexpress.com/news/rbi-to-withdraw-all-currency-notes-including-rs-500-and-rs-1000-issued-before-2005/1219899,miscellaneous,,financialexpress,4
22/01/14,RBI seeks full autonomy on rates,http://timesofindia.indiatimes.com//business/india-business/RBI-seeks-full-autonomy-on-rates/articleshow/29176779.cms,business,india-business,timesofindia,1
22/01/14,RBI directs banks to follow NEFT guidelines strictly,http://www.economictimes.indiatimes.com/industry/banking/finance/banking/rbi-directs-banks-to-follow-neft-guidelines-strictly/articleshow/29214980.cms,miscellaneous,,economictimes,4
21/01/14,RBI proposes to use unclaimed money on depositors' education,http://www.financialexpress.com/news/rbi-proposes-to-use-unclaimed-money-on-depositors-education/1219642,miscellaneous,,financialexpress,4
21/01/14,RBI to review bank directors? criteria,http://timesofindia.indiatimes.com//business/india-business/RBI-to-review-bank-directors-criteria/articleshow/29126808.cms,business,india-business,timesofindia,1
21/01/14,RBI's says banks borrowed Rs 63.70 bn via MSF on Jan 20,http://www.financialexpress.com/news/rbi-s-says-banks-borrowed-rs-63.70-bn-via-msf-on-jan-20/1219527,miscellaneous,,financialexpress,4
21/01/14,RBI standardises gold loan norms,http://www.thehindu.com/todays-paper/tp-business/rbi-standardises-gold-loan-norms/article5598873.ece,business,,thehindu,1
21/01/14,Earnings and RBI policy to be next big triggers for markets: Tushar Mahajan  Nomura,http://www.economictimes.indiatimes.com/opinion/interviews/earnings-and-rbi-policy-to-be-next-big-triggers-for-markets-tushar-mahajan-nomura/articleshow/29151351.cms,miscellaneous,,economictimes,4
